sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6027788-6046270.1	6027788	6046270	18482	15	22	1	0.74782	antibacterial	0.64	0.07	0.12	0.18		0.00	0.05	0.38	0.21	0.18	0.02	0.19	NC_003888.3_NC_003888.3_5463;NC_003888.3_NC_003888.3_5464;NC_003888.3_NC_003888.3_5465;NC_003888.3_NC_003888.3_5466;NC_003888.3_NC_003888.3_5467;NC_003888.3_NC_003888.3_5468;NC_003888.3_NC_003888.3_5469;NC_003888.3_NC_003888.3_5470;NC_003888.3_NC_003888.3_5471;NC_003888.3_NC_003888.3_5472;NC_003888.3_NC_003888.3_5473;NC_003888.3_NC_003888.3_5474;NC_003888.3_NC_003888.3_5475;NC_003888.3_NC_003888.3_5476;NC_003888.3_NC_003888.3_5477	PF01039	PF00440;PF04264;PF08124;PF02278;PF02884;PF01039;PF06833;PF13822;PF03029;PF05331;PF03259;PF02518;PF00672;PF08376;PF03029;PF05331;PF03259;PF02518;PF00672;PF08376;PF10370;PF01557
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6242667-6244234.1	6242667	6244234	1567	2	2	0	0.63827	antibacterial	0.87	0.09	0.17	0.29	RiPP	0.00	0.01	0.02	0.04	0.89	0.02	0.04	NC_003888.3_NC_003888.3_5653;NC_003888.3_NC_003888.3_5654		PF00082;PF04149
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6432592-6469131.1	6432592	6469131	36539	26	87	23	0.94502		0.48	0.43	0.14	0.24	NRP-Polyketide	0.01	0.69	0.02	0.94	0.00	0.02	0.00	NC_003888.3_NC_003888.3_5808;NC_003888.3_NC_003888.3_5809;NC_003888.3_NC_003888.3_5810;NC_003888.3_NC_003888.3_5811;NC_003888.3_NC_003888.3_5812;NC_003888.3_NC_003888.3_5813;NC_003888.3_NC_003888.3_5814;NC_003888.3_NC_003888.3_5815;NC_003888.3_NC_003888.3_5816;NC_003888.3_NC_003888.3_5817;NC_003888.3_NC_003888.3_5818;NC_003888.3_NC_003888.3_5819;NC_003888.3_NC_003888.3_5820;NC_003888.3_NC_003888.3_5821;NC_003888.3_NC_003888.3_5822;NC_003888.3_NC_003888.3_5823;NC_003888.3_NC_003888.3_5824;NC_003888.3_NC_003888.3_5825;NC_003888.3_NC_003888.3_5826;NC_003888.3_NC_003888.3_5827;NC_003888.3_NC_003888.3_5828;NC_003888.3_NC_003888.3_5829;NC_003888.3_NC_003888.3_5830;NC_003888.3_NC_003888.3_5831;NC_003888.3_NC_003888.3_5832;NC_003888.3_NC_003888.3_5833	PF08242;PF00106;PF02770;PF00108;PF00891;PF00698;PF00441;PF00501;PF01370;PF00155;PF08545;PF08028;PF07993;PF00355;PF02719;PF00975;PF01553;PF08241;PF02771;PF04321;PF02801;PF08541;PF00109	PF00486;PF03704;PF00109;PF00108;PF02801;PF16197;PF02771;PF02770;PF00441;PF08028;PF11639;PF00196;PF08281;PF04545;PF13936;PF00072;PF01648;PF09534;PF02801;PF00109;PF00108;PF00550;PF00108;PF08545;PF08541;PF00550;PF00550;PF00155;PF01053;PF01212;PF00501;PF13193;PF00501;PF00550;PF00109;PF00108;PF02801;PF16197;PF00698;PF00155;PF01053;PF04321;PF01370;PF02719;PF05368;PF00106;PF16363;PF01073;PF13460;PF07993;PF00975;PF12697;PF12147;PF00891;PF13489;PF06080;PF05175;PF12847;PF01209;PF02353;PF13847;PF08003;PF05401;PF02390;PF08241;PF13578;PF08242;PF13649;PF01739;PF01326;PF00391;PF00355;PF00848;PF01222;PF06966;PF02544;PF04191;PF01553;PF13520;PF02705;PF01938;PF01135;PF05175;PF13847;PF13649;PF02254;PF05958
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6514552-6529472.1	6514552	6529472	14920	11	23	1	0.59311		0.36	0.15	0.42	0.16		0.07	0.10	0.32	0.29	0.18	0.02	0.07	NC_003888.3_NC_003888.3_5876;NC_003888.3_NC_003888.3_5877;NC_003888.3_NC_003888.3_5878;NC_003888.3_NC_003888.3_5879;NC_003888.3_NC_003888.3_5880;NC_003888.3_NC_003888.3_5881;NC_003888.3_NC_003888.3_5882;NC_003888.3_NC_003888.3_5883;NC_003888.3_NC_003888.3_5884;NC_003888.3_NC_003888.3_5885;NC_003888.3_NC_003888.3_5886	PF01494	PF07690;PF00083;PF13347;PF01494;PF00070;PF06353;PF07690;PF00083;PF06609;PF00440;PF16859;PF01925;PF08937;PF13676;PF01582;PF00400;PF00553;PF00041;PF00704;PF00440;PF07690;PF05977;PF13347
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6552934-6557688.1	6552934	6557688	4754	4	9	2	0.58364	antibacterial	0.67	0.16	0.20	0.24	Polyketide	0.01	0.02	0.30	0.61	0.06	0.01	0.03	NC_003888.3_NC_003888.3_5907;NC_003888.3_NC_003888.3_5908;NC_003888.3_NC_003888.3_5909;NC_003888.3_NC_003888.3_5910	PF00378;PF01494	PF13581;PF00378;PF16113;PF01494;PF07992;PF13450;PF00724;PF00685;PF13469
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6558618-6560310.1	6558618	6560310	1692	1	2	1	0.54471	antibacterial	0.92	0.01	0.04	0.07	Polyketide	0.00	0.23	0.23	0.54	0.00	0.00	0.00	NC_003888.3_NC_003888.3_5912	PF00501	PF13193;PF00501
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6730692-6730926.1	6730692	6730926	234	1	1	0	0.67083	antibacterial	0.87	0.09	0.17	0.29		0.00	0.09	0.07	0.33	0.21	0.03	0.32	NC_003888.3_NC_003888.3_6060		PF04149
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6731916-6732270.1	6731916	6732270	354	1	1	0	0.53821	antibacterial	0.87	0.07	0.17	0.26		0.00	0.07	0.06	0.37	0.24	0.02	0.28	NC_003888.3_NC_003888.3_6062		PF13581
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6740465-6743446.1	6740465	6743446	2981	4	9	0	0.64534	antibacterial	0.79	0.07	0.07	0.27		0.00	0.11	0.09	0.31	0.32	0.02	0.19	NC_003888.3_NC_003888.3_6071;NC_003888.3_NC_003888.3_6072;NC_003888.3_NC_003888.3_6073;NC_003888.3_NC_003888.3_6074		PF07730;PF00072;PF00196;PF08281;PF04545;PF13384;PF14351;PF11716;PF12867
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6780614-6817281.1	6780614	6817281	36667	27	75	10	0.91087		0.39	0.22	0.18	0.24	Saccharide	0.01	0.22	0.17	0.10	0.01	0.52	0.01	NC_003888.3_NC_003888.3_6107;NC_003888.3_NC_003888.3_6108;NC_003888.3_NC_003888.3_6109;NC_003888.3_NC_003888.3_6110;NC_003888.3_NC_003888.3_6111;NC_003888.3_NC_003888.3_6112;NC_003888.3_NC_003888.3_6113;NC_003888.3_NC_003888.3_6114;NC_003888.3_NC_003888.3_6115;NC_003888.3_NC_003888.3_6116;NC_003888.3_NC_003888.3_6117;NC_003888.3_NC_003888.3_6118;NC_003888.3_NC_003888.3_6119;NC_003888.3_NC_003888.3_6120;NC_003888.3_NC_003888.3_6121;NC_003888.3_NC_003888.3_6122;NC_003888.3_NC_003888.3_6123;NC_003888.3_NC_003888.3_6124;NC_003888.3_NC_003888.3_6125;NC_003888.3_NC_003888.3_6126;NC_003888.3_NC_003888.3_6127;NC_003888.3_NC_003888.3_6128;NC_003888.3_NC_003888.3_6129;NC_003888.3_NC_003888.3_6130;NC_003888.3_NC_003888.3_6131;NC_003888.3_NC_003888.3_6132;NC_003888.3_NC_003888.3_6133	PF00106;PF02719;PF00702;PF00535;PF01075;PF00534;PF00501;PF01370;PF04321;PF00561	PF12697;PF12146;PF00561;PF03372;PF10604;PF01522;PF04321;PF01370;PF00106;PF16363;PF01073;PF13460;PF02254;PF02719;PF02543;PF16861;PF13641;PF00535;PF13506;PF13632;PF02709;PF13344;PF13419;PF00702;PF13242;PF01075;PF00534;PF13692;PF13524;PF13439;PF13579;PF13477;PF08323;PF13692;PF00534;PF13524;PF13580;PF01380;PF00294;PF01467;PF01075;PF13641;PF00535;PF13506;PF13632;PF13641;PF00535;PF04230;PF06224;PF00196;PF08281;PF14559;PF13401;PF13191;PF13481;PF05729;PF13604;PF00005;PF00196;PF04545;PF13185;PF01590;PF13492;PF00501;PF13193;PF00501;PF13193;PF03752;PF00089;PF13365;PF13517;PF01839;PF02776;PF00205;PF02775
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6821468-6822308.1	6821468	6822308	840	1	1	0	0.55098	antibacterial	0.80	0.06	0.16	0.25		0.00	0.09	0.11	0.30	0.21	0.03	0.32	NC_003888.3_NC_003888.3_6138		PF01261
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6831345-6850522.1	6831345	6850522	19177	10	14	3	0.68857		0.36	0.21	0.17	0.11	Other	0.01	0.31	0.53	0.20	0.01	0.06	0.03	NC_003888.3_NC_003888.3_6150;NC_003888.3_NC_003888.3_6151;NC_003888.3_NC_003888.3_6152;NC_003888.3_NC_003888.3_6153;NC_003888.3_NC_003888.3_6154;NC_003888.3_NC_003888.3_6155;NC_003888.3_NC_003888.3_6156;NC_003888.3_NC_003888.3_6157;NC_003888.3_NC_003888.3_6158;NC_003888.3_NC_003888.3_6159	PF04183;PF00155;PF01041	PF00300;PF13385;PF05593;PF00155;PF00266;PF01041;PF01638;PF02036;PF00092;PF13519;PF06276;PF04183;PF04183;PF06276
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6859657-6862082.1	6859657	6862082	2425	4	7	0	0.61623	antibacterial	0.81	0.12	0.15	0.30		0.00	0.06	0.09	0.29	0.35	0.02	0.22	NC_003888.3_NC_003888.3_6167;NC_003888.3_NC_003888.3_6168;NC_003888.3_NC_003888.3_6169;NC_003888.3_NC_003888.3_6170		PF04149;PF13560;PF01381;PF12844;PF13581;PF11716;PF07398
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6889623-6949758.1	6889623	6949758	60135	26	107	23	0.84593	antibacterial	0.67	0.30	0.06	0.09	Polyketide	0.00	0.08	0.01	0.97	0.02	0.04	0.01	NC_003888.3_NC_003888.3_6196;NC_003888.3_NC_003888.3_6197;NC_003888.3_NC_003888.3_6198;NC_003888.3_NC_003888.3_6199;NC_003888.3_NC_003888.3_6200;NC_003888.3_NC_003888.3_6201;NC_003888.3_NC_003888.3_6202;NC_003888.3_NC_003888.3_6203;NC_003888.3_NC_003888.3_6204;NC_003888.3_NC_003888.3_6205;NC_003888.3_NC_003888.3_6206;NC_003888.3_NC_003888.3_6207;NC_003888.3_NC_003888.3_6208;NC_003888.3_NC_003888.3_6209;NC_003888.3_NC_003888.3_6210;NC_003888.3_NC_003888.3_6211;NC_003888.3_NC_003888.3_6212;NC_003888.3_NC_003888.3_6213;NC_003888.3_NC_003888.3_6214;NC_003888.3_NC_003888.3_6215;NC_003888.3_NC_003888.3_6216;NC_003888.3_NC_003888.3_6217;NC_003888.3_NC_003888.3_6218;NC_003888.3_NC_003888.3_6219;NC_003888.3_NC_003888.3_6220;NC_003888.3_NC_003888.3_6221	PF00106;PF02786;PF00108;PF00289;PF00698;PF08990;PF01370;PF00202;PF03756;PF01039;PF07993;PF02719;PF00975;PF01494;PF02737;PF02785;PF04321;PF01266;PF02801;PF08659;PF00109;PF04820;PF00561	PF00106;PF08659;PF13561;PF00440;PF03756;PF05368;PF03435;PF01370;PF13460;PF02518;PF13581;PF07730;PF02775;PF17147;PF01855;PF02776;PF01558;PF00364;PF13533;PF02785;PF02786;PF15632;PF02222;PF07478;PF00289;PF10518;PF01565;PF08031;PF07993;PF01370;PF16363;PF04321;PF01073;PF00550;PF08659;PF00106;PF13561;PF14765;PF00698;PF16197;PF02801;PF00109;PF00108;PF08990;PF00698;PF00109;PF00108;PF00550;PF08659;PF00106;PF01370;PF02719;PF07993;PF14765;PF16197;PF02801;PF08990;PF00550;PF08659;PF01370;PF02719;PF07993;PF14765;PF16197;PF02801;PF00109;PF00108;PF00106;PF00698;PF01494;PF12831;PF00890;PF00561;PF12697;PF12146;PF07690;PF12832;PF03209;PF05977;PF00083;PF13347;PF00202;PF00486;PF03704;PF10518;PF01565;PF08031;PF13561;PF00106;PF08659;PF13460;PF05368;PF01039;PF13822;PF00440;PF00975;PF12697;PF03959;PF00486;PF03704;PF01266;PF01262;PF07992;PF02737;PF00890;PF13450;PF04820
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_6962348-6966485.1	6962348	6966485	4137	4	9	3	0.54483	antibacterial	0.64	0.28	0.06	0.23		0.05	0.03	0.22	0.23	0.03	0.07	0.44	NC_003888.3_NC_003888.3_6234;NC_003888.3_NC_003888.3_6235;NC_003888.3_NC_003888.3_6236;NC_003888.3_NC_003888.3_6237	PF01593;PF01494;PF00903	PF01557;PF00903;PF13468;PF04909;PF01494;PF01593;PF07992;PF00890;PF13450
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7078584-7118257.1	7078584	7118257	39673	25	58	6	0.86082	antibacterial	0.66	0.24	0.15	0.14	NRP	0.02	0.81	0.14	0.05	0.01	0.03	0.00	NC_003888.3_NC_003888.3_6336;NC_003888.3_NC_003888.3_6337;NC_003888.3_NC_003888.3_6338;NC_003888.3_NC_003888.3_6339;NC_003888.3_NC_003888.3_6340;NC_003888.3_NC_003888.3_6341;NC_003888.3_NC_003888.3_6342;NC_003888.3_NC_003888.3_6343;NC_003888.3_NC_003888.3_6344;NC_003888.3_NC_003888.3_6345;NC_003888.3_NC_003888.3_6346;NC_003888.3_NC_003888.3_6347;NC_003888.3_NC_003888.3_6348;NC_003888.3_NC_003888.3_6349;NC_003888.3_NC_003888.3_6350;NC_003888.3_NC_003888.3_6351;NC_003888.3_NC_003888.3_6352;NC_003888.3_NC_003888.3_6353;NC_003888.3_NC_003888.3_6354;NC_003888.3_NC_003888.3_6355;NC_003888.3_NC_003888.3_6356;NC_003888.3_NC_003888.3_6357;NC_003888.3_NC_003888.3_6358;NC_003888.3_NC_003888.3_6359;NC_003888.3_NC_003888.3_6360	PF00975;PF06339;PF00668;PF01050;PF00501;PF00202	PF00202;PF07905;PF13556;PF00795;PF01979;PF07969;PF00296;PF02133;PF13229;PF05048;PF12708;PF12218;PF12079;PF02627;PF07730;PF13581;PF00072;PF08281;PF04545;PF00196;PF03099;PF13581;PF07730;PF00672;PF12833;PF00165;PF05977;PF07690;PF01569;PF00041;PF03422;PF07971;PF14403;PF04174;PF05977;PF07690;PF00501;PF13193;PF00550;PF00668;PF00668;PF00501;PF13193;PF00550;PF00975;PF05899;PF07883;PF13434;PF07992;PF07883;PF06339;PF01050;PF11699;PF00190;PF02311;PF05899;PF12852;PF14525
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7126476-7127388.1	7126476	7127388	912	1	1	0	0.53113	antibacterial	0.88	0.06	0.16	0.24		0.00	0.08	0.07	0.34	0.22	0.03	0.31	NC_003888.3_NC_003888.3_6368		PF04072
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7233668-7252420.1	7233668	7252420	18752	13	37	8	0.82411		0.29	0.34	0.32	0.12		0.04	0.24	0.20	0.40	0.06	0.06	0.12	NC_003888.3_NC_003888.3_6465;NC_003888.3_NC_003888.3_6466;NC_003888.3_NC_003888.3_6467;NC_003888.3_NC_003888.3_6468;NC_003888.3_NC_003888.3_6469;NC_003888.3_NC_003888.3_6470;NC_003888.3_NC_003888.3_6471;NC_003888.3_NC_003888.3_6472;NC_003888.3_NC_003888.3_6473;NC_003888.3_NC_003888.3_6474;NC_003888.3_NC_003888.3_6475;NC_003888.3_NC_003888.3_6476;NC_003888.3_NC_003888.3_6477	PF08242;PF00106;PF02719;PF00248;PF08659;PF08241;PF00501;PF01370	PF01329;PF13489;PF05401;PF01209;PF13847;PF02353;PF08241;PF05148;PF08242;PF13649;PF13517;PF01839;PF10099;PF00553;PF15902;PF02011;PF16640;PF00553;PF00553;PF01341;PF13489;PF13847;PF13649;PF08241;PF08242;PF00106;PF08659;PF02719;PF01370;PF03807;PF13460;PF13561;PF00248;PF00501;PF07690;PF00083;PF06609
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7385659-7388675.1	7385659	7388675	3016	3	7	1	0.64353	antibacterial	0.51	0.16	0.12	0.15	Saccharide	0.00	0.01	0.02	0.01	0.21	0.71	0.04	NC_003888.3_NC_003888.3_6571;NC_003888.3_NC_003888.3_6572;NC_003888.3_NC_003888.3_6573	PF00534	PF01242;PF13579;PF13439;PF00534;PF13692;PF13847;PF13649
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7422738-7424568.1	7422738	7424568	1830	1	3	0	0.50924	antibacterial	0.71	0.03	0.12	0.16	RiPP	0.00	0.02	0.09	0.02	0.84	0.00	0.03	NC_003888.3_NC_003888.3_6604		PF00664;PF00005;PF13191
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7426395-7426995.1	7426395	7426995	600	1	10	0	0.50130	antibacterial	0.80	0.11	0.10	0.26		0.00	0.08	0.21	0.23	0.36	0.01	0.16	NC_003888.3_NC_003888.3_6606		PF00196;PF08279;PF04545;PF08281;PF14493;PF09339;PF13384;PF13412;PF13518;PF00072
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7513979-7524428.1	7513979	7524428	10449	10	28	7	0.71486		0.33	0.43	0.12	0.05	Terpene	0.04	0.04	0.10	0.03	0.25	0.04	0.55	NC_003888.3_NC_003888.3_6677;NC_003888.3_NC_003888.3_6678;NC_003888.3_NC_003888.3_6679;NC_003888.3_NC_003888.3_6680;NC_003888.3_NC_003888.3_6681;NC_003888.3_NC_003888.3_6682;NC_003888.3_NC_003888.3_6683;NC_003888.3_NC_003888.3_6684;NC_003888.3_NC_003888.3_6685;NC_003888.3_NC_003888.3_6686	PF01266;PF00494;PF01494;PF00432;PF00348;PF04055;PF01593	PF01061;PF12698;PF00005;PF13555;PF13401;PF13304;PF13476;PF00494;PF00494;PF07992;PF01266;PF00070;PF00890;PF03486;PF12831;PF01494;PF01134;PF13450;PF01593;PF00348;PF13249;PF13243;PF00432;PF01048;PF04055;PF13394;PF13353;PF11946
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7527583-7528969.1	7527583	7528969	1386	1	1	1	0.51596	antibacterial	0.85	0.06	0.20	0.27		0.00	0.01	0.50	0.02	0.02	0.00	0.45	NC_003888.3_NC_003888.3_6689	PF00202	PF00202
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7529794-7530592.1	7529794	7530592	798	1	1	0	0.51222	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	NC_003888.3_NC_003888.3_6692		PF13350
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7532360-7533986.1	7532360	7533986	1626	2	6	0	0.52073	antibacterial	0.59	0.05	0.13	0.19	Other	0.00	0.05	0.52	0.18	0.09	0.03	0.17	NC_003888.3_NC_003888.3_6694;NC_003888.3_NC_003888.3_6695		PF00657;PF13472;PF13977;PF16859;PF13305;PF00440
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7536361-7558856.1	7536361	7558856	22495	19	43	14	0.71909		0.36	0.20	0.27	0.26	Polyketide	0.00	0.31	0.15	0.61	0.05	0.02	0.05	NC_003888.3_NC_003888.3_6698;NC_003888.3_NC_003888.3_6699;NC_003888.3_NC_003888.3_6700;NC_003888.3_NC_003888.3_6701;NC_003888.3_NC_003888.3_6702;NC_003888.3_NC_003888.3_6703;NC_003888.3_NC_003888.3_6704;NC_003888.3_NC_003888.3_6705;NC_003888.3_NC_003888.3_6706;NC_003888.3_NC_003888.3_6707;NC_003888.3_NC_003888.3_6708;NC_003888.3_NC_003888.3_6709;NC_003888.3_NC_003888.3_6710;NC_003888.3_NC_003888.3_6711;NC_003888.3_NC_003888.3_6712;NC_003888.3_NC_003888.3_6713;NC_003888.3_NC_003888.3_6714;NC_003888.3_NC_003888.3_6715;NC_003888.3_NC_003888.3_6716	PF02803;PF00378;PF00171;PF02770;PF08240;PF00725;PF00108;PF08028;PF00109;PF00441;PF02771;PF02737;PF00107;PF00501	PF14246;PF00440;PF08279;PF13384;PF09995;PF00440;PF13602;PF00107;PF16912;PF00291;PF08240;PF14232;PF14231;PF00440;PF02515;PF00296;PF02771;PF14749;PF02770;PF00441;PF08028;PF00108;PF00109;PF02803;PF00378;PF16113;PF02737;PF03446;PF00725;PF00501;PF00441;PF08028;PF02770;PF02771;PF00440;PF13309;PF00356;PF00171;PF02518;PF03259;PF05331;PF09339;PF03029
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7614563-7615928.1	7614563	7615928	1365	1	1	0	0.59332	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	NC_003888.3_NC_003888.3_6760		PF03771
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7623284-7715706.1	7623284	7715706	92422	100	87	10	0.84839	antibacterial	0.52	0.14	0.13	0.20	RiPP	0.00	0.07	0.26	0.10	0.51	0.10	0.01	NC_003888.3_NC_003888.3_6768;NC_003888.3_NC_003888.3_6769;NC_003888.3_NC_003888.3_6770;NC_003888.3_NC_003888.3_6771;NC_003888.3_NC_003888.3_6772;NC_003888.3_NC_003888.3_6773;NC_003888.3_NC_003888.3_6774;NC_003888.3_NC_003888.3_6775;NC_003888.3_NC_003888.3_6776;NC_003888.3_NC_003888.3_6777;NC_003888.3_NC_003888.3_6778;NC_003888.3_NC_003888.3_6779;NC_003888.3_NC_003888.3_6780;NC_003888.3_NC_003888.3_6781;NC_003888.3_NC_003888.3_6782;NC_003888.3_NC_003888.3_6783;NC_003888.3_NC_003888.3_6784;NC_003888.3_NC_003888.3_6785;NC_003888.3_NC_003888.3_6786;NC_003888.3_NC_003888.3_6787;NC_003888.3_NC_003888.3_6788;NC_003888.3_NC_003888.3_6789;NC_003888.3_NC_003888.3_6790;NC_003888.3_NC_003888.3_6791;NC_003888.3_NC_003888.3_6792;NC_003888.3_NC_003888.3_6793;NC_003888.3_NC_003888.3_6794;NC_003888.3_NC_003888.3_6795;NC_003888.3_NC_003888.3_6796;NC_003888.3_NC_003888.3_6797;NC_003888.3_NC_003888.3_6798;NC_003888.3_NC_003888.3_6799;NC_003888.3_NC_003888.3_6800;NC_003888.3_NC_003888.3_6801;NC_003888.3_NC_003888.3_6802;NC_003888.3_NC_003888.3_6803;NC_003888.3_NC_003888.3_6804;NC_003888.3_NC_003888.3_6805;NC_003888.3_NC_003888.3_6806;NC_003888.3_NC_003888.3_6807;NC_003888.3_NC_003888.3_6808;NC_003888.3_NC_003888.3_6809;NC_003888.3_NC_003888.3_6810;NC_003888.3_NC_003888.3_6811;NC_003888.3_NC_003888.3_6812;NC_003888.3_NC_003888.3_6813;NC_003888.3_NC_003888.3_6814;NC_003888.3_NC_003888.3_6815;NC_003888.3_NC_003888.3_6816;NC_003888.3_NC_003888.3_6817;NC_003888.3_NC_003888.3_6818;NC_003888.3_NC_003888.3_6819;NC_003888.3_NC_003888.3_6820;NC_003888.3_NC_003888.3_6821;NC_003888.3_NC_003888.3_6822;NC_003888.3_NC_003888.3_6823;NC_003888.3_NC_003888.3_6824;NC_003888.3_NC_003888.3_6825;NC_003888.3_NC_003888.3_6826;NC_003888.3_NC_003888.3_6827;NC_003888.3_NC_003888.3_6828;NC_003888.3_NC_003888.3_6829;NC_003888.3_NC_003888.3_6830;NC_003888.3_NC_003888.3_6831;NC_003888.3_NC_003888.3_6832;NC_003888.3_NC_003888.3_6833;NC_003888.3_NC_003888.3_6834;NC_003888.3_NC_003888.3_6835;NC_003888.3_NC_003888.3_6836;NC_003888.3_NC_003888.3_6837;NC_003888.3_NC_003888.3_6838;NC_003888.3_NC_003888.3_6839;NC_003888.3_NC_003888.3_6840;NC_003888.3_NC_003888.3_6841;NC_003888.3_NC_003888.3_6842;NC_003888.3_NC_003888.3_6843;NC_003888.3_NC_003888.3_6844;NC_003888.3_NC_003888.3_6845;NC_003888.3_NC_003888.3_6846;NC_003888.3_NC_003888.3_6847;NC_003888.3_NC_003888.3_6848;NC_003888.3_NC_003888.3_6849;NC_003888.3_NC_003888.3_6850;NC_003888.3_NC_003888.3_6851;NC_003888.3_NC_003888.3_6852;NC_003888.3_NC_003888.3_6853;NC_003888.3_NC_003888.3_6854;NC_003888.3_NC_003888.3_6855;NC_003888.3_NC_003888.3_6856;NC_003888.3_NC_003888.3_6857;NC_003888.3_NC_003888.3_6858;NC_003888.3_NC_003888.3_6859;NC_003888.3_NC_003888.3_6860;NC_003888.3_NC_003888.3_6861;NC_003888.3_NC_003888.3_6862;NC_003888.3_NC_003888.3_6863;NC_003888.3_NC_003888.3_6864;NC_003888.3_NC_003888.3_6865;NC_003888.3_NC_003888.3_6866;NC_003888.3_NC_003888.3_6867	PF01636;PF02770;PF02786;PF00702;PF08028;PF00441;PF02771;PF05147;PF00535;PF04738	PF03771;PF03771;PF03771;PF00069;PF07714;PF01636;PF01163;PF00656;PF05762;PF13519;PF05496;PF07728;PF07726;PF00004;PF13191;PF00535;PF02195;PF12846;PF11203;PF00877;PF01555;PF16259;PF08239;PF01638;PF07690;PF15632;PF01071;PF13549;PF02786;PF02655;PF02222;PF07478;PF13535;PF07690;PF13419;PF00702;PF13242;PF03771;PF03771;PF13620;PF14686;PF13634;PF01068;PF13586;PF01609;PF13340;PF13340;PF01609;PF13586;PF03771;PF03771;PF03432;PF05713;PF02467;PF13730;PF13560;PF01135;PF13649;PF01209;PF00398;PF05175;PF13847;PF14028;PF05147;PF14028;PF04738;PF00196;PF13556;PF08279;PF08281;PF00441;PF08028;PF02770;PF02771;PF01590;PF03029;PF00009;PF05331;PF03259;PF02518;PF13581;PF00723;PF13424;PF01980;PF13581;PF01636;PF03881
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7725809-7731922.1	7725809	7731922	6113	8	8	0	0.55681	antibacterial	0.98	0.12	0.02	0.15	Terpene	0.00	0.09	0.06	0.15	0.06	0.03	0.64	NC_003888.3_NC_003888.3_6874;NC_003888.3_NC_003888.3_6875;NC_003888.3_NC_003888.3_6876;NC_003888.3_NC_003888.3_6877;NC_003888.3_NC_003888.3_6878;NC_003888.3_NC_003888.3_6879;NC_003888.3_NC_003888.3_6880;NC_003888.3_NC_003888.3_6881		PF04066;PF03334;PF16262;PF00293;PF04909;PF00120;PF16952;PF11338
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7733253-7734441.1	7733253	7734441	1188	1	3	3	0.50221	antibacterial	0.60	0.05	0.20	0.33	Polyketide	0.00	0.39	0.12	0.67	0.06	0.01	0.09	NC_003888.3_NC_003888.3_6884	PF02803;PF00109;PF00108	PF00108;PF00109;PF02803
